PeakID (cmd=annotatePeaks.pl Homer_mMET.txt mm8)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Peak7613	chr4	116593826	116594590	+	0	NA	5' UTR (NM_001312903, exon 1 of 22)	5' UTR (NM_001312903, exon 1 of 22)	220	NM_008958	19207	Mm.287037	NM_008958	ENSMUSG00000028681	Ptch2	ptc2	patched homolog 2	protein-coding
Peak2005	chr11	101093627	101095548	+	0	NA	promoter-TSS (NM_026562)	promoter-TSS (NM_026562)	451	NM_026618	52469	Mm.52	NM_026618	ENSMUSG00000017188	Coa3	1810033A19Rik|Ccdc56|D11Ertd99e|HSPC009	cytochrome C oxidase assembly factor 3	protein-coding
Peak5510	chr19	10947994	10949390	+	0	NA	promoter-TSS (NM_134142)	promoter-TSS (NM_134142)	96	NM_134142	68539	Mm.251890	NM_134142	ENSMUSG00000034659	Tmem109	1110006I15Rik|AA958958|C77652	transmembrane protein 109	protein-coding
Peak11577	chrX	46781687	46782547	+	0	NA	intron (NR_131207, intron 1 of 2)	intron (NR_131207, intron 1 of 2)	101	NR_131207	102639259	Mm.350898	NR_131207		Gm35612	-	predicted gene, 35612	ncRNA
Peak2581	chr12	102683760	102685727	+	0	NA	promoter-TSS (NM_001161365)	promoter-TSS (NM_001161365)	52	NM_001161365	217835	Mm.24145	NM_177620	ENSMUSG00000044456	Rin3	6430500K07|C86933	Ras and Rab interactor 3	protein-coding
Peak8062	chr5	23360378	23361292	+	0	NA	intron (NR_045040, intron 1 of 3)	CpG	173	NR_045040	67194	Mm.423733	NR_045040	ENSMUSG00000097180	2700038G22Rik	-	RIKEN cDNA 2700038G22 gene	ncRNA
Peak346	chr1	129695994	129697092	+	0	NA	intron (NM_178690, intron 2 of 23)	CpG-492	224	NM_178690	226407	Mm.489713	NM_178690	ENSMUSG00000036104	Rab3gap1	1700003B17Rik|4732493F09Rik|AL117896|Rab3gap|p130	RAB3 GTPase activating protein subunit 1	protein-coding
Peak494	chr1	166112043	166112716	+	0	NA	5' UTR (NM_029115, exon 1 of 6)	5' UTR (NM_029115, exon 1 of 6)	106	NM_029115	74895	Mm.167258	NM_029115	ENSMUSG00000026578	Ccdc181	4930455F23Rik|AI427889	coiled-coil domain containing 181	protein-coding
Peak9948	chr7	109462532	109463691	+	0	NA	Intergenic	Intergenic	-31803	NM_020616	57373	Mm.334138	NM_020616	ENSMUSG00000031023	Akip1	BCA3|C11orf17|D7H11orf17|D930014E17Rik|ICRFP703B1614Q5.6|ORF27	A kinase (PRKA) interacting protein 1	protein-coding
Peak9422	chr7	15467702	15473112	+	0	NA	intron (NM_133234, intron 1 of 3)	intron (NM_133234, intron 1 of 3)	2302	NM_133234	170770	Mm.7660	NM_133234	ENSMUSG00000002083	Bbc3	PUMA|PUMA/JFY1	BCL2 binding component 3	protein-coding
Peak7421	chr4	56895741	56897099	+	0	NA	promoter-TSS (NM_001081420)	promoter-TSS (NM_001081420)	-35	NM_026079	230233	Mm.282743	NM_026079	ENSMUSG00000028431	Ikbkap	3110040G09Rik|6030413P05|C78473|Elp1|IKAP	inhibitor of kappa light polypeptide enhancer in B cells, kinase complex-associated protein	protein-coding
Peak4296	chr16	44643000	44645205	+	0	NA	intron (NM_145972, intron 1 of 8)	CpG	469	NM_145972	212547	Mm.310573	NM_145972	ENSMUSG00000036208	Nepro	-	nucleolus and neural progenitor protein	protein-coding
Peak4996	chr17	84093280	84097383	+	0	NA	exon (NM_001001806, exon 2 of 2)	exon (NM_001001806, exon 2 of 2)	942	NM_001001806	12193	Mm.259321	NM_001001806	ENSMUSG00000045817	Zfp36l2	Brf2|ERF2|Tis11d	zinc finger protein 36, C3H type-like 2	protein-coding
Peak9156	chr6	113705525	113706771	+	0	NA	intron (NM_024206, intron 1 of 8)	intron (NM_024206, intron 1 of 8)	310	NM_024206	110379	Mm.29296	NM_024206	ENSMUSG00000030298	Sec13	1110003H02Rik|Sec13l1|Sec13r	SEC13 homolog, nuclear pore and COPII coat complex component	protein-coding
Peak5954	chr2	32428923	32433030	+	0	NA	intron (NM_001289549, intron 2 of 6)	intron (NM_001289549, intron 2 of 6)	1982	NR_110347	50935	Mm.88831	NM_016973	ENSMUSG00000026811	St6galnac6	ST6GalNAcVI|Siat7f	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6	protein-coding
Peak5323	chr18	82825393	82828040	+	0	NA	intron (NM_177832, intron 1 of 29)	CpG	446	NM_177832	329002	Mm.34438	NM_177832	ENSMUSG00000041258	Zfp236	AI447957|Gm335	zinc finger protein 236	protein-coding
Peak10085	chr7	127560225	127562153	+	0	NA	exon (NM_198424, exon 1 of 2)	exon (NM_198424, exon 1 of 2)	226	NM_198424	269999	Mm.36852	NM_198424	ENSMUSG00000043964	Orai3	9930124N15|BC061259|Tmem142c	ORAI calcium release-activated calcium modulator 3	protein-coding
Peak9162	chr6	115509808	115510802	+	0	NA	promoter-TSS (NM_199033)	promoter-TSS (NM_199033)	-18	NM_199033	381802	Mm.291208	NM_199033	ENSMUSG00000042389	Tsen2	AU067695	tRNA splicing endonuclease 2 homolog (S. cerevisiae)	protein-coding
Peak7602	chr4	116124429	116125964	+	0	NA	intron (NM_001284229, intron 1 of 12)	CpG	233	NM_001081475	50927	Mm.257181	NM_016777	ENSMUSG00000028693	Nasp	5033430J04Rik|AI131596|AI317140|D4Ertd767e|Epcs32|Nasp-T	nuclear autoantigenic sperm protein (histone-binding)	protein-coding
Peak4940	chr17	70894591	70896256	+	0	NA	promoter-TSS (NM_023402)	promoter-TSS (NM_023402)	-50	NM_023402	67938	Mm.261329	NM_023402		Myl12b	1500001M02Rik|C77744|Mylc2b|RLC-B	myosin, light chain 12B, regulatory	protein-coding
Peak6689	chr3	10349143	10350308	+	0	NA	exon (NM_025519, exon 1 of 5)	exon (NM_025519, exon 1 of 5)	220	NM_025519	66371	Mm.366147	NM_025519		Chmp4c	2010012P02Rik|2210015K02Rik|2310010I16Rik|Shax3|Snf7-3	charged multivesicular body protein 4C	protein-coding
Peak4830	chr17	46143025	46145077	+	0	NA	promoter-TSS (NM_027910)	promoter-TSS (NM_027910)	70	NM_001163729	71765	Mm.254784	NM_027910	ENSMUSG00000063576	Klhdc3	1300011D16Rik|Peas	kelch domain containing 3	protein-coding
Peak10047	chr7	126582375	126584120	+	0	NA	exon (NM_019674, exon 2 of 9)	exon (NM_019674, exon 2 of 9)	372	NM_019674	56420	Mm.41998	NM_019674	ENSMUSG00000030697	Ppp4c	1110002D08Rik|AU016079|Ppx	protein phosphatase 4, catalytic subunit	protein-coding
Peak88	chr1	39421449	39423715	+	0	NA	intron (NM_018775, intron 1 of 19)	intron (NM_018775, intron 1 of 19)	711	NM_018775	54610	Mm.387293	NM_018775	ENSMUSG00000003134	Tbc1d8	AD3|HBLP1|VRP	TBC1 domain family, member 8	protein-coding
Peak6938	chr3	90594161	90595844	+	0	NA	intron (NM_001293776, intron 1 of 5)	C-rich|Low_complexity|Low_complexity	423	NM_001293776	66511	Mm.154136	NM_023215	ENSMUSG00000001017	Chtop	2500003M10Rik|Fop|Srag	chromatin target of PRMT1	protein-coding
Peak8015	chr5	3549729	3550655	+	0	NA	intron (NM_001042501, intron 1 of 10)	CpG	353	NM_001042501	68152	Mm.240265	NM_026583	ENSMUSG00000058503	Fam133b	2900022K02Rik|5830415L20Rik	family with sequence similarity 133, member B	protein-coding
Peak7419	chr4	55535932	55536330	+	0	NA	Intergenic	CpG	17444	NM_010637	16600	Mm.4325	NM_010637	ENSMUSG00000003032	Klf4	EZF|Gklf|Zie	Kruppel-like factor 4 (gut)	protein-coding
Peak5953	chr2	32409008	32410099	+	0	NA	5' UTR (NM_011373, exon 1 of 5)	5' UTR (NM_011373, exon 1 of 5)	466	NM_011373	20448	Mm.27446	NM_011373	ENSMUSG00000079442	St6galnac4	SIAT7-D|ST6GalNAcIV|Siat7d	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4	protein-coding
Peak5869	chr2	26423587	26426756	+	0	NA	intron (NM_026212, intron 1 of 5)	intron (NM_026212, intron 1 of 5)	1255	NM_026212	67512	Mm.24244	NM_026212	ENSMUSG00000026922	Agpat2	2510002J07Rik|AV000834|BSCL|BSCL1|LPAAB|LPAAT-beta	1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta)	protein-coding
Peak10448	chr8	73724818	73728791	+	0	NA	promoter-TSS (NR_106099)	promoter-TSS (NR_106099)	-320	NR_106099	102466823		NR_106099	ENSMUSG00000099031	Mir7240	Gm27487|mmu-mir-7240	microRNA 7240	ncRNA
Peak7755	chr4	131482507	131484634	+	0	NA	intron (NM_145393, intron 1 of 4)	CpG-10386	762	NM_145393	213541	Mm.23998	NM_145393	ENSMUSG00000040025	Ythdf2	9430020E02Rik|HGRG8|NY-REN-2	YTH domain family 2	protein-coding
Peak7147	chr3	129893206	129894392	+	0	NA	intron (NM_009811, intron 1 of 6)	intron (NM_009811, intron 1 of 6)	362	NM_009811	12368	Mm.281379	NM_009811	ENSMUSG00000027997	Casp6	CASP-6|Mch2	caspase 6	protein-coding
Peak3674	chr15	58718151	58720896	+	0	NA	TTS (NM_175151)	TTS (NM_175151)	211	NM_175226	75841	Mm.4537	NM_175226	ENSMUSG00000037075	Rnf139	4930555P18Rik	ring finger protein 139	protein-coding
Peak4572	chr17	24687342	24688818	+	0	NA	TTS (NM_020608)	TTS (NM_020608)	143	NM_198937	52009	Mm.371601	NM_198937	ENSMUSG00000024165	Hn1l	2810430B18Rik|AL022629|C16orf34|D17Ertd441e	hematological and neurological expressed 1-like	protein-coding
Peak8310	chr5	93972849	93973675	+	0	NA	promoter-TSS (NM_001077596)	promoter-TSS (NM_001077596)	65	NM_001077596	27428	Mm.46014	NM_015756	ENSMUSG00000029381	Shroom3	AL022960|D5Ertd287e|Shrm|Shrm3	shroom family member 3	protein-coding
Peak7303	chr4	33358880	33361251	+	0	NA	promoter-TSS (NM_019586)	promoter-TSS (NM_019586)	27	NM_019586	56228	Mm.259095	NM_019586	ENSMUSG00000028277	Ube2j1	0710008M05Rik|1110030I22Rik|NCUBE-1|Ncube|Ncube1|Ubc6p	ubiquitin-conjugating enzyme E2J 1	protein-coding
Peak9706	chr7	45584666	45587153	+	0	NA	promoter-TSS (NM_009077)	promoter-TSS (NM_009077)	135	NM_203280	56632	Mm.24222	NM_020011	ENSMUSG00000057342	Sphk2	C76851	sphingosine kinase 2	protein-coding
Peak6184	chr2	101429079	101430105	+	0	NA	intron (NM_009020, intron 2 of 2)	intron (NM_009020, intron 2 of 2)	233	NM_026592	68170	Mm.31263	NM_026592	ENSMUSG00000027165	B230118H07Rik	NWC	RIKEN cDNA B230118H07 gene	protein-coding
Peak6692	chr3	14555160	14556659	+	0	NA	intron (NM_007892, intron 1 of 7)	CpG	494	NM_007892	13559	Mm.153415	NM_007892	ENSMUSG00000027552	E2f5	AU024671|E2F-5	E2F transcription factor 5	protein-coding
Peak2280	chr12	9055681	9057444	+	0	NA	intron (NM_029321, intron 1 of 2)	intron (NM_029321, intron 1 of 2)	557	NM_029321	75516	Mm.37581	NM_029321	ENSMUSG00000066637	Ttc32	1700013G20Rik	tetratricopeptide repeat domain 32	protein-coding
Peak10516	chr8	83908535	83912069	+	0	NA	5' UTR (NM_027554, exon 1 of 10)	5' UTR (NM_027554, exon 1 of 10)	350	NM_027554	74841	Mm.246018	NM_027554	ENSMUSG00000038250	Usp38	4631402N15Rik|4833420O05Rik|AA536967|AU044701|AW544820|mKIAA1891	ubiquitin specific peptidase 38	protein-coding
Peak10525	chr8	86497445	86499702	+	0	NA	promoter-TSS (NM_001308227)	promoter-TSS (NM_001308227)	-80	NM_001308227	81489	Mm.282092	NM_018808	ENSMUSG00000005483	Dnajb1	0610007I11Rik|DjB1|HSPF1|Hdj1|Hsp40	DnaJ (Hsp40) homolog, subfamily B, member 1	protein-coding
Peak9617	chr7	34621113	34622214	+	0	NA	intron (NM_008820, intron 1 of 14)	intron (NM_008820, intron 1 of 14)	496	NM_008820	18624	Mm.69751	NM_008820	ENSMUSG00000063931	Pepd	Pep-4|Pep4|dal	peptidase D	protein-coding
Peak6398	chr2	136805482	136809238	+	0	NA	intron (NM_013822, intron 1 of 25)	CpG-8577	601	NM_013822	16449	Mm.22398	NM_013822	ENSMUSG00000027276	Jag1	ABE2|Gsfabe2|Htu|Ozz|Ser-1	jagged 1	protein-coding
Peak5528	chr19	15990797	15992843	+	0	NA	promoter-TSS (NM_001205339)	promoter-TSS (NM_001205339)	-179	NM_001205339	107272	Mm.289936	NM_177420	ENSMUSG00000024640	Psat1	D8Ertd814e|EPIP|PSA|Psat	phosphoserine aminotransferase 1	protein-coding
Peak111	chr1	46011164	46011728	+	0	NA	intron (NM_001160386, intron 1 of 65)	intron (NM_001160386, intron 1 of 65)	162	NM_001160386	227058	Mm.296880	NM_001160386	ENSMUSG00000041144	Dnah7b	Dnahc7b|Gm107	dynein, axonemal, heavy chain 7B	protein-coding
Peak5132	chr18	34985526	34989157	+	0	NA	5' UTR (NM_007913, exon 1 of 2)	5' UTR (NM_007913, exon 1 of 2)	160	NM_007913	13653	Mm.181959	NM_007913		Egr1	A530045N19Rik|ETR103|Egr-1|Krox-1|Krox-24|Krox24|NGF1-A|NGFI-A|NGFIA|TIS8|Zenk|Zfp-6|Zif268|egr	early growth response 1	protein-coding
Peak1491	chr11	53167901	53168726	+	0	NA	intron (NM_026479, intron 1 of 3)	intron (NM_026479, intron 1 of 3)	201	NM_026479	67966	Mm.288072	NM_026479	ENSMUSG00000018239	Zcchc10	2410141K03Rik|AA675321|D11Ertd416e	zinc finger, CCHC domain containing 10	protein-coding
Peak2719	chr13	21174439	21177740	+	0	NA	Intergenic	Intergenic	-11307	NM_009054	19720	Mm.314056	NM_009054	ENSMUSG00000021326	Trim27	AW538890|Gm19403|Rfp	tripartite motif-containing 27	protein-coding
Peak7953	chr4	149412616	149414850	+	0	NA	intron (NM_001085492, intron 11 of 22)	CpG	82241	NM_173774	242773	Mm.29280	NM_173774		Slc45a1	C230078B22|Dnb5	solute carrier family 45, member 1	protein-coding
Peak758	chr10	33970234	33973528	+	0	NA	exon (NM_009433, exon 1 of 1)	exon (NM_009433, exon 1 of 1)	275	NM_009433	22110	Mm.20445	NM_009433	ENSMUSG00000047514	Tspyl1	Tspyl	testis-specific protein, Y-encoded-like 1	protein-coding
Peak6740	chr3	36122923	36125433	+	0	NA	promoter-TSS (NM_001205362)	promoter-TSS (NM_001205362)	-295	NM_001205362	114893	Mm.374810	NM_033623	ENSMUSG00000027708	Dcun1d1	Rp42|SCCRO|Tes3|pTes3	DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae)	protein-coding
Peak10010	chr7	120625775	120627710	+	0	NA	Intergenic	Intergenic	-7238	NM_007908	13631	Mm.25997	NM_007908	ENSMUSG00000035064	Eef2k	C86191|eEF-2K	eukaryotic elongation factor-2 kinase	protein-coding
Peak10428	chr8	73211179	73212934	+	0	NA	promoter-TSS (NM_011984)	promoter-TSS (NM_011984)	68	NM_001146153	26558	Mm.388127	NM_011984	ENSMUSG00000003573	Homer3	AW146114	homer homolog 3 (Drosophila)	protein-coding
Peak10520	chr8	86055496	86056319	+	0	NA	5' UTR (NM_027758, exon 1 of 18)	5' UTR (NM_027758, exon 1 of 18)	450	NM_027758	71310	Mm.24031	NM_027758	ENSMUSG00000031709	Tbc1d9	4933431N12Rik|AI847101|AW490653|C76116	TBC1 domain family, member 9	protein-coding
Peak6567	chr2	164600836	164603779	+	0	NA	intron (NM_199027, intron 1 of 27)	CpG	648	NM_199027	329559	Mm.330776	NM_199027	ENSMUSG00000039834	Zfp335	1810045J01Rik|NIF-1|Nif1|Znf335	zinc finger protein 335	protein-coding
Peak5882	chr2	27336405	27338180	+	0	NA	intron (NM_080848, intron 1 of 13)	CpG	136	NM_080848	140858	Mm.28265	NM_080848	ENSMUSG00000026917	Wdr5	2410008O07Rik|AA408785|AA960360|Big|Big-3	WD repeat domain 5	protein-coding
Peak1114	chr10	93464638	93467297	+	0	NA	promoter-TSS (NM_001304720)	promoter-TSS (NM_001304720)	167	NM_053072	13998	Mm.269596	NM_053072	ENSMUSG00000020021	Fgd6	AA123052|Etohd4|ZFYVE24	FYVE, RhoGEF and PH domain containing 6	protein-coding
Peak7990	chr4	154204301	154206069	+	0	NA	promoter-TSS (NM_008860)	promoter-TSS (NM_008860)	43	NM_008860	18762	Mm.28561	NM_008860	ENSMUSG00000029053	Prkcz	AI098070|C80388|Pkcz|R74924|aPKCzeta|nPKC-zeta|zetaPKC	protein kinase C, zeta	protein-coding
Peak4621	chr17	26783759	26786005	+	0	NA	promoter-TSS (NM_080553)	promoter-TSS (NM_080553)	-11	NM_080553	16440	Mm.458106	NM_080553	ENSMUSG00000042644	Itpr3	Ip3r3|Itpr-3	inositol 1,4,5-triphosphate receptor 3	protein-coding
Peak9517	chr7	27161007	27161860	+	0	NA	intron (NM_001290525, intron 1 of 4)	intron (NM_001290525, intron 1 of 4)	255	NM_001290525	233016	Mm.24021	NM_144923	ENSMUSG00000040466	Blvrb	-	biliverdin reductase B (flavin reductase (NADPH))	protein-coding
Peak10295	chr8	27066571	27069878	+	0	NA	5' UTR (NM_001308482, exon 1 of 8)	5' UTR (NM_001308482, exon 1 of 8)	395	NM_001308482	234135	Mm.217337	NM_001001735	ENSMUSG00000054823	Whsc1l1	6720429E03|A530023P05|AI528490|NSD3|WHISTLE	Wolf-Hirschhorn syndrome candidate 1-like 1 (human)	protein-coding
Peak2251	chr12	3425697	3428376	+	0	NA	promoter-TSS (NR_030694)	promoter-TSS (NR_030694)	179	NM_172421	75302	Mm.120475	NM_172421	ENSMUSG00000037486	Asxl2	4930556B16Rik|mKIAA1685	additional sex combs like 2 (Drosophila)	protein-coding
Peak9927	chr7	104226299	104227501	+	0	NA	intron (NM_175677, intron 1 of 7)	(TTG)n|Simple_repeat|Simple_repeat	270	NM_175677	319236	Mm.425502	NM_175677	ENSMUSG00000057143	Trim12c	9230105E10Rik|Trim12-2	tripartite motif-containing 12C	protein-coding
Peak6884	chr3	88637971	88640500	+	0	NA	promoter-TSS (NM_031248)	promoter-TSS (NM_031248)	-381	NM_031248	83409	Mm.41680	NM_031248	ENSMUSG00000028062	Lamtor2	2010111E04Rik|AL022628|Mapbpip|P14|Rab25|Robld3	late endosomal/lysosomal adaptor, MAPK and MTOR activator 2	protein-coding
Peak10415	chr8	72761445	72762230	+	0	NA	exon (NM_001024954, exon 1 of 8)	exon (NM_001024954, exon 1 of 8)	144	NM_001024954	80720	Mm.210823	NM_030555	ENSMUSG00000031860	Pbx4	2410015M21Rik|AI429113|AW045266	pre B cell leukemia homeobox 4	protein-coding
Peak4607	chr17	26233694	26237139	+	0	NA	intron (NM_013642, intron 1 of 3)	intron (NM_013642, intron 1 of 3)	656	NM_013642	19252	Mm.239041	NM_013642	ENSMUSG00000024190	Dusp1	3CH134|MKP1|Ptpn16|U19515|erp|mkp-1	dual specificity phosphatase 1	protein-coding
Peak5459	chr19	7483525	7485686	+	0	NA	promoter-TSS (NM_175381)	promoter-TSS (NM_175381)	-64	NM_175381	108899	Mm.386838	NM_175381	ENSMUSG00000053080	2700081O15Rik	AI255177|AI848741|AW742297	RIKEN cDNA 2700081O15 gene	protein-coding
Peak3043	chr13	93454700	93456593	+	0	NA	exon (NM_010829, exon 1 of 24)	exon (NM_010829, exon 1 of 24)	110	NM_010049	13361	Mm.23695	NM_010049	ENSMUSG00000021707	Dhfr	8430436I03Rik|AA607882|AI662710|AW555094	dihydrofolate reductase	protein-coding
Peak3342	chr14	53595187	53596098	+	0	NA	promoter-TSS (NM_199470)	promoter-TSS (NM_199470)	-73	NM_199470	239096	Mm.386871	NM_199470	ENSMUSG00000059674	Cdh24	1700040A22Rik|ENSMUSG00000022188	cadherin-like 24	protein-coding
Peak9590	chr7	30153898	30154540	+	0	NA	exon (NM_007467, exon 1 of 17)	exon (NM_007467, exon 1 of 17)	123	NM_007467	11803	Mm.2381	NM_007467	ENSMUSG00000006651	Aplp1	-	amyloid beta (A4) precursor-like protein 1	protein-coding
Peak1806	chr11	82746411	82749560	+	0	NA	intron (NM_178680, intron 13 of 19)	CpG	-20312	NM_183201	327978	Mm.42147	NM_183201	ENSMUSG00000054404	Slfn5	AI956840	schlafen 5	protein-coding
Peak4129	chr16	17421819	17423359	+	0	NA	promoter-TSS (NM_025808)	promoter-TSS (NM_025808)	55	NM_025808	66863	Mm.161726	NM_025808	ENSMUSG00000022761	Lztr1	1200003E21Rik|AI591627|AW550890	leucine-zipper-like transcriptional regulator, 1	protein-coding
Peak7818	chr4	133974301	133976852	+	0	NA	5' UTR (NM_207237, exon 1 of 12)	5' UTR (NM_207237, exon 1 of 12)	790	NM_207237	230815	Mm.18905	NM_207237	ENSMUSG00000037306	Man1c1	AI593348	mannosidase, alpha, class 1C, member 1	protein-coding
Peak7005	chr3	96812122	96814428	+	0	NA	promoter-TSS (NM_028925)	promoter-TSS (NM_028925)	259	NM_026406	67845	Mm.386792	NM_026406	ENSMUSG00000028098	Rnf115	2610028E05Rik|AU042696|Zfp364	ring finger protein 115	protein-coding
Peak11009	chr9	44555844	44556940	+	0	NA	3' UTR (NM_001081049, exon 36 of 36)	3' UTR (NM_001081049, exon 36 of 36)	-2446	NM_138951	192653	Mm.325487	NM_138951	ENSMUSG00000039438	Ttc36	-	tetratricopeptide repeat domain 36	protein-coding
Peak9296	chr6	137132650	137133926	+	0	NA	intron (NM_181988, intron 1 of 4)	intron (NM_181988, intron 1 of 4)	626	NM_001164214	232441	Mm.46233	NM_181988	ENSMUSG00000030222	Rerg	-	RAS-like, estrogen-regulated, growth-inhibitor	protein-coding
Peak2738	chr13	22036352	22036657	+	0	NA	Intergenic	Intergenic	6604	NM_175659	319168	Mm.250564	NM_175659		Hist1h2ah	-	histone cluster 1, H2ah	protein-coding
Peak6134	chr2	90545390	90547613	+	0	NA	exon (NM_018828, exon 1 of 17)	exon (NM_018828, exon 1 of 17)	292	NM_018828	55935	Mm.489638	NM_018828	ENSMUSG00000008200	Fnbp4	FBP30|Fnbp30|mKIAA1014	formin binding protein 4	protein-coding
Peak2151	chr11	115954024	115954940	+	0	NA	intron (NM_024177, intron 2 of 8)	CpG	476	NM_024177	60441	Mm.29974	NM_024177	ENSMUSG00000020775	Mrpl38	1110036N21Rik|4733401F03Rik|MRP-L3|R75240|Rpml3	mitochondrial ribosomal protein L38	protein-coding
Peak10977	chr9	40958702	40958907	+	0	NA	intron (NR_040392, intron 1 of 4)	intron (NR_040392, intron 1 of 4)	1580	NR_040392	78500	Mm.275715	NR_040392	ENSMUSG00000100837	1700063D05Rik	-	RIKEN cDNA 1700063D05 gene	ncRNA
Peak3151	chr14	6889719	6892072	+	0	NA	intron (NM_178279, intron 1 of 18)	(TCTCTG)n|Simple_repeat|Simple_repeat	803	NM_178279	218699	Mm.29515	NM_145458	ENSMUSG00000033885	Pxk	C230080L11Rik|D14Ertd813e|MONaKA	PX domain containing serine/threonine kinase	protein-coding
Peak5889	chr2	28355202	28356021	+	0	NA	exon (NM_001145835, exon 1 of 18)	exon (NM_001145835, exon 1 of 18)	138	NM_001145836	19730	Mm.5236	NM_009058	ENSMUSG00000026821	Ralgds	Gnds|Rgds|mKIAA1308	ral guanine nucleotide dissociation stimulator	protein-coding
Peak9743	chr7	59882747	59884233	+	0	NA	intron (NM_001082962, intron 2 of 10)	intron (NM_001082962, intron 2 of 10)	616	NM_013670	20646	Mm.274995	NM_013670	ENSMUSG00000102252	Snrpn	2410045I01Rik|HCERN3|Peg4|Pwcr1|SMN	small nuclear ribonucleoprotein N	protein-coding
Peak7951	chr4	149124788	149126574	+	0	NA	promoter-TSS (NM_001085492)	promoter-TSS (NM_001085492)	-35	NM_001085492	68703	Mm.291274	NM_001085492	ENSMUSG00000039852	Rere	1110033A15Rik|AI414665|ARG|ARP|ATN1L|AW742570|Atr2|DNB1|eye<m03Jus>|eyes3|mKIAA0458	arginine glutamic acid dipeptide (RE) repeats	protein-coding
Peak11589	chrX	52944105	52945405	+	0	NA	promoter-TSS (NM_146234)	promoter-TSS (NM_146234)	-52	NM_146234	236792	Mm.291824	NM_146234	ENSMUSG00000061273	Mmgt1	9630048L06Rik|BC032271|Emc5|Mir5116|Tmem32|mir-5116	membrane magnesium transporter 1	protein-coding
Peak9756	chr7	65571858	65573083	+	0	NA	exon (NM_026795, exon 1 of 5)	exon (NM_026795, exon 1 of 5)	103	NM_026795	68634	Mm.476828	NM_026795	ENSMUSG00000078681	Tm2d3	1110025I09Rik|5930422O05Rik|Blp2	TM2 domain containing 3	protein-coding
Peak6762	chr3	41589014	41589787	+	0	NA	intron (NR_040385, intron 1 of 1)	intron (NR_040385, intron 1 of 1)	348	NR_040385	78706	Mm.366094	NR_040385	ENSMUSG00000097639	Platr4	C430002E04Rik	pluripotency associated transcript 4	ncRNA
Peak2496	chr12	84521169	84523634	+	0	NA	intron (NM_027349, intron 1 of 18)	CpG	419	NM_027349	67039	Mm.46005	NM_027349	ENSMUSG00000010608	Rbm25	2600011C06Rik|2610015J01Rik|A130095G20Rik|AI159652|AL023075|AU043498|RNPC7	RNA binding motif protein 25	protein-coding
Peak5468	chr19	8789666	8791574	+	0	NA	promoter-TSS (NM_001161413)	promoter-TSS (NM_001161413)	88	NR_002896	83673	Mm.292489	NR_002896		Snhg1	-	small nucleolar RNA host gene 1	ncRNA
Peak3715	chr15	75469274	75470134	+	0	NA	Intergenic	CpG	25765	NM_011759	22701	Mm.87210	NM_011759	ENSMUSG00000047003	Zfp41	CTfin92|Zfp-41	zinc finger protein 41	protein-coding
Peak5579	chr19	29890302	29890520	+	0	NA	Intergenic	ORR1D1|LTR|MaLR	-11440	NM_177721	240614	Mm.125503	NM_177721	ENSMUSG00000074909	Ranbp6	C630001B19	RAN binding protein 6	protein-coding
Peak11456	chr9	121705320	121707335	+	0	NA	5' UTR (NM_019814, exon 1 of 4)	5' UTR (NM_019814, exon 1 of 4)	371	NM_019814	56295	Mm.347915	NM_019814	ENSMUSG00000038412	Higd1a	2210020B17Rik|7420700H20Rik|AI303276|AW049839|HIMP1|Hig1	HIG1 domain family, member 1A	protein-coding
