PeakID (cmd=annotatePeaks.pl .Homer.txt hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
7203	chr19	55987166	55989569	+	0	NA	intron (NM_033113, intron 1 of 2)	intron (NM_033113, intron 1 of 2)	668	NM_033113	89887	Hs.525209	NM_033113	ENSG00000197483	ZNF628	ZEC|Zfp628	zinc finger protein 628	protein-coding
7204	chr19	55995867	55997469	+	0	NA	TTS (NM_033113)	intron (NM_020378, intron 1 of 2)	111	NM_020378	57106	Hs.31854	NM_020378	ENSG00000090971	NAT14	KLP1	N-acetyltransferase 14 (GCN5-related, putative)	protein-coding
7205	chr19	56028137	56028988	+	0	NA	intron (NM_001144950, intron 13 of 13)	CpG	19873	NM_001101401	646643	Hs.532676	NM_001101401	ENSG00000187550	SBK2	SGK069	SH3 domain binding kinase family, member 2	protein-coding
7206	chr19	56060519	56061976	+	0	NA	Intergenic	MIRb|SINE|MIR	-4338	NM_001199824	100130827	Hs.712129	NM_001199824	ENSG00000231274	SBK3	SGK110	SH3 domain binding kinase family, member 3	protein-coding
7207	chr19	56090637	56092804	+	0	NA	intron (NM_152600, intron 1 of 1)	MSR1|Satellite|Satellite	491	NM_152600	163033	Hs.112529	NM_152600		ZNF579	-	zinc finger protein 579	protein-coding
7208	chr19	56109847	56112731	+	0	NA	promoter-TSS (NM_153219)	promoter-TSS (NM_153219)	-396	NM_032836	84922	Hs.515617	NM_032836	ENSG00000179943	FIZ1	ZNF798	FLT3-interacting zinc finger 1	protein-coding
7209	chr19	56115474	56118418	+	0	NA	Intergenic	CpG	5240	NM_153219	147807	Hs.440291	NM_153219	ENSG00000171443	ZNF524	-	zinc finger protein 524	protein-coding
7210	chr19	56135413	56136666	+	0	NA	promoter-TSS (NM_203374)	promoter-TSS (NM_203374)	-98	NM_203374	147808	Hs.53996	NM_203374	ENSG00000179922	ZNF784	-	zinc finger protein 784	protein-coding
7211	chr19	56143297	56143509	+	0	NA	Intergenic	AluSp|SINE|Alu	-7462	NM_203374	147808	Hs.53996	NM_203374	ENSG00000179922	ZNF784	-	zinc finger protein 784	protein-coding
7212	chr19	56145276	56148164	+	0	NA	Intergenic	Intergenic	-5672	NM_207115	51157	Hs.631551	NM_016202	ENSG00000213015	ZNF580	-	zinc finger protein 580	protein-coding
7213	chr19	56151492	56156465	+	0	NA	exon (NM_001163423, exon 2 of 2)	exon (NM_001163423, exon 2 of 2)	515	NM_001163423	51157	Hs.631551	NM_016202	ENSG00000213015	ZNF580	-	zinc finger protein 580	protein-coding
7214	chr19	56164191	56168787	+	0	NA	exon (NM_001012478, exon 1 of 12)	exon (NM_001012478, exon 1 of 12)	1073	NM_001012478	11338	Hs.528007	NM_007279	ENSG00000063244	U2AF2	U2AF65	U2 small nuclear RNA auxiliary factor 2	protein-coding
7215	chr19	56185657	56187981	+	0	NA	TTS (NM_001012478)	TTS (NM_001012478)	258	NM_001130072	29924	Hs.279953	NM_013333	ENSG00000063245	EPN1	-	epsin 1	protein-coding
7216	chr19	56630499	56633709	+	0	NA	intron (NM_001002836, intron 1 of 2)	CpG	638	NM_001002836	126208	Hs.397153	NM_001002836	ENSG00000142409	ZNF787	TIP20	zinc finger protein 787	protein-coding
7217	chr19	56651389	56653405	+	0	NA	promoter-TSS (NM_018337)	promoter-TSS (NM_018337)	-138	NM_001253792	55311	Hs.24545	NM_018337	ENSG00000167685	ZNF444	EZF-2|EZF2|ZSCAN17	zinc finger protein 444	protein-coding
7218	chr19	56825079	56827486	+	0	NA	Intergenic	CpG	-53186	NR_003127	147947	Hs.467326	NM_194319	ENSG00000240225	ZNF542P	ZNF542	zinc finger protein 542, pseudogene	pseudo
7219	chr19	57702258	57704485	+	0	NA	intron (NM_003417, intron 1 of 3)	CpG	503	NM_003417	9422	Hs.515634	NM_003417	ENSG00000083844	ZNF264	-	zinc finger protein 264	protein-coding
7220	chr19	57751441	57753453	+	0	NA	intron (NM_001145078, intron 1 of 2)	intron (NM_001145078, intron 1 of 2)	394	NM_001145078	390980	Hs.22488	NM_001023563		ZNF805	-	zinc finger protein 805	protein-coding
7221	chr19	57790550	57793758	+	0	NA	5' UTR (NM_006635, exon 1 of 3)	5' UTR (NM_006635, exon 1 of 3)	301	NM_006635	10794	Hs.99971	NM_006635	ENSG00000197714	ZNF460	HZF8|ZNF272	zinc finger protein 460	protein-coding
7222	chr19	57831114	57833251	+	0	NA	5' UTR (NM_213598, exon 1 of 4)	5' UTR (NM_213598, exon 1 of 4)	317	NM_213598	125919	Hs.202544	NM_213598	ENSG00000178229	ZNF543	-	zinc finger protein 543	protein-coding
7223	chr19	57862228	57864031	+	0	NA	intron (NM_001290318, intron 1 of 3)	CpG	487	NM_001290319	57343	Hs.287374	NM_020657	ENSG00000131845	ZNF304	-	zinc finger protein 304	protein-coding
7224	chr19	57874160	57876236	+	0	NA	intron (NM_173631, intron 1 of 3)	intron (NM_173631, intron 1 of 3)	319	NR_002166	10597	Hs.446620	NR_002166	ENSG00000256060	TRAPPC2B	MIP-2A|SEDLP|SEDLP1|TRAPPC2P1	trafficking protein particle complex 2B	pseudo
7225	chr19	57900263	57902327	+	0	NA	promoter-TSS (NM_152909)	promoter-TSS (NM_152909)	77	NM_001172773	147694	Hs.126905	NM_152909	ENSG00000188785	ZNF548	-	zinc finger protein 548	protein-coding
7226	chr19	57921818	57923956	+	0	NA	intron (NM_006959, intron 1 of 2)	CpG	358	NM_006959	7565	Hs.729403	NM_006959	ENSG00000186272	ZNF17	HPF3|KOX10	zinc finger protein 17	protein-coding
7227	chr19	57946109	57948222	+	0	NA	intron (NM_001023561, intron 1 of 2)	CpG	472	NM_001023561	388567	Hs.467358	NM_001023561	ENSG00000186230	ZNF749	-	zinc finger protein 749	protein-coding
7228	chr19	57998875	57999890	+	0	NA	intron (NM_001098493, intron 1 of 3)	CpG	303	NM_001098492	79744	Hs.744339	NM_024691	ENSG00000105136	ZNF419	ZAPHIR|ZNF419A	zinc finger protein 419	protein-coding
7229	chr19	58070344	58071564	+	0	NA	intron (NM_001277090, intron 1 of 5)	CpG	277	NM_001277091	162972	Hs.180257	NM_153231	ENSG00000251369	ZNF550	-	zinc finger protein 550	protein-coding
7230	chr19	58089305	58090835	+	0	NA	exon (NM_017879, exon 1 of 4)	exon (NM_017879, exon 1 of 4)	173	NM_017879	55659	Hs.247711	NM_017879	ENSG00000083817	ZNF416	-	zinc finger protein 416	protein-coding
7231	chr19	58110729	58112236	+	0	NA	exon (NM_020880, exon 1 of 3)	exon (NM_020880, exon 1 of 3)	229	NM_020880	348327	Hs.97111	NM_020880	ENSG00000183647	ZNF530	-	zinc finger protein 530	protein-coding
7232	chr19	58125109	58126621	+	0	NA	promoter-TSS (NM_003435)	promoter-TSS (NM_003435)	35	NM_003435	7693	Hs.469694	NM_003435		ZNF134	pHZ-15	zinc finger protein 134	protein-coding
7233	chr19	58144113	58145510	+	0	NA	intron (NM_001265598, intron 1 of 3)	CpG	276	NR_049752	10520	Hs.590977	NM_006385	ENSG00000121417	ZNF211	C2H2-25|CH2H2-25|ZNF-25|ZNFC25	zinc finger protein 211	protein-coding
7234	chr19	58192607	58194767	+	0	NA	intron (NR_073102, intron 1 of 1)	intron (NR_073102, intron 1 of 1)	350	NM_138347	90233	Hs.109540	NM_138347	ENSG00000204519	ZNF551	-	zinc finger protein 551	protein-coding
7235	chr19	58257730	58259635	+	0	NA	intron (NM_173632, intron 1 of 2)	intron (NM_173632, intron 1 of 2)	518	NM_173632	284309	Hs.720254	NM_173632	ENSG00000152443	ZNF776	-	zinc finger protein 776	protein-coding
7236	chr19	58280722	58282340	+	0	NA	intron (NM_001077426, intron 1 of 1)	AluSx|SINE|Alu	511	NM_001077426	54807	Hs.625133	NM_017652	ENSG00000083828	ZNF586	-	zinc finger protein 586	protein-coding
7237	chr19	58314692	58315845	+	0	NA	Intergenic	Intergenic	11013	NM_024762	79818	Hs.560727	NM_024762	ENSG00000178935	ZNF552	-	zinc finger protein 552	protein-coding
7238	chr19	58324969	58326754	+	0	NA	intron (NM_024762, intron 1 of 2)	CpG	420	NM_024762	79818	Hs.560727	NM_024762	ENSG00000178935	ZNF552	-	zinc finger protein 552	protein-coding
7239	chr19	58329992	58332566	+	0	NA	Intergenic	CpG	-4998	NM_024762	79818	Hs.560727	NM_024762	ENSG00000178935	ZNF552	-	zinc finger protein 552	protein-coding
7240	chr19	58360684	58362453	+	0	NA	intron (NM_001204817, intron 1 of 2)	intron (NM_001204817, intron 1 of 2)	387	NM_032828	84914	Hs.642598	NM_032828	ENSG00000198466	ZNF587	ZF6	zinc finger protein 587	protein-coding
7241	chr19	58426722	58428477	+	0	NA	intron (NM_152475, intron 1 of 2)	intron (NM_152475, intron 1 of 2)	379	NM_152475	147687	Hs.567710	NM_152475		ZNF417	-	zinc finger protein 417	protein-coding
7242	chr19	58661355	58662607	+	0	NA	intron (NM_024620, intron 1 of 3)	CpG	167	NM_024620	79673	Hs.458377	NM_024620	ENSG00000181894	ZNF329	-	zinc finger protein 329	protein-coding
7243	chr19	58693704	58696011	+	0	NA	intron (NM_016324, intron 1 of 4)	CpG	501	NM_001278734	10782	Hs.83761	NM_016324	ENSG00000171606	ZNF274	HFB101|ZF2|ZKSCAN19|ZSCAN51	zinc finger protein 274	protein-coding
7244	chr19	58739095	58741493	+	0	NA	5' UTR (NM_014480, exon 1 of 7)	5' UTR (NM_014480, exon 1 of 7)	224	NM_014480	27300	Hs.438994	NM_014480	ENSG00000198131	ZNF544	-	zinc finger protein 544	protein-coding
7245	chr19	58789195	58791233	+	0	NA	promoter-TSS (NM_021089)	promoter-TSS (NM_021089)	-104	NM_021089	7554	Hs.590941	NM_021089		ZNF8	HF.18|Zfp128	zinc finger protein 8	protein-coding
7246	chr19	58816135	58817813	+	0	NA	Intergenic	CpG	-21411	NM_181846	342945	Hs.388162	NM_181846	ENSG00000182318	ZSCAN22	HKR2|ZNF50	zinc finger and SCAN domain containing 22	protein-coding
7247	chr19	58837124	58839800	+	0	NA	promoter-TSS (NM_181846)	promoter-TSS (NM_181846)	77	NM_181846	342945	Hs.388162	NM_181846	ENSG00000182318	ZSCAN22	HKR2|ZNF50	zinc finger and SCAN domain containing 22	protein-coding
7248	chr19	58872879	58874818	+	0	NA	intron (NM_198458, intron 1 of 2)	CpG	366	NM_001207009	162968	Hs.447840	NM_198458	ENSG00000174586	ZNF497	-	zinc finger protein 497	protein-coding
7249	chr19	58890878	58893761	+	0	NA	promoter-TSS (NR_049780)	promoter-TSS (NR_049780)	70	NR_049780	116412	Hs.222236	NM_138466	ENSG00000152475	ZNF837	-	zinc finger protein 837	protein-coding
7250	chr19	58896992	58900069	+	0	NA	promoter-TSS (NR_039910)	promoter-TSS (NR_039910)	-106	NM_001009	6193	Hs.378103	NM_001009	ENSG00000083845	RPS5	S5	ribosomal protein S5	protein-coding
7251	chr19	58911783	58914150	+	0	NA	Intergenic	CpG	5509	NM_001195135	646862	Hs.728121	NM_001195135	ENSG00000269855	RNF225	-	ring finger protein 225	protein-coding
7252	chr19	58918653	58921649	+	0	NA	promoter-TSS (NM_173548)	promoter-TSS (NM_173548)	88	NM_173548	201514	Hs.439551	NM_173548	ENSG00000171574	ZNF584	-	zinc finger protein 584	protein-coding
7253	chr19	58962177	58963807	+	0	NA	promoter-TSS (NM_207395)	promoter-TSS (NM_207395)	21	NM_207395	388569	Hs.186970	NM_207395	ENSG00000249471	ZNF324B	-	zinc finger protein 324B	protein-coding
7254	chr19	58977639	58979978	+	0	NA	intron (NM_014347, intron 1 of 3)	CpG	396	NM_014347	25799	Hs.515660	NM_014347	ENSG00000083812	ZNF324	ZF5128|ZNF324A	zinc finger protein 324	protein-coding
7255	chr19	58986323	58988503	+	0	NA	promoter-TSS (NM_017908)	promoter-TSS (NM_017908)	-118	NM_017908	55663	Hs.710284	NM_017908	ENSG00000083838	ZNF446	ZKSCAN20|ZSCAN30|ZSCAN52	zinc finger protein 446	protein-coding
7256	chr19	59009421	59011834	+	0	NA	intron (NM_012254, intron 7 of 9)	CpG-14574	12805	NM_012254	10998	Hs.292177	NM_012254	ENSG00000083807	SLC27A5	ACSB|ACSVL6|BACS|BAL|FACVL3|FATP-5|FATP5|VLACSR|VLCS-H2|VLCSH2	solute carrier family 27 (fatty acid transporter), member 5	protein-coding
7257	chr19	59025042	59026795	+	0	NA	intron (NM_001316980, intron 2 of 2)	intron (NM_001316980, intron 2 of 2)	-2486	NM_012254	10998	Hs.292177	NM_012254	ENSG00000083807	SLC27A5	ACSB|ACSVL6|BACS|BAL|FACVL3|FATP-5|FATP5|VLACSR|VLCS-H2|VLCSH2	solute carrier family 27 (fatty acid transporter), member 5	protein-coding
7258	chr19	59029518	59033200	+	0	NA	promoter-TSS (NM_001316978)	promoter-TSS (NM_001316978)	17	NM_001316979	84878	Hs.515662	NM_032792	ENSG00000119574	ZBTB45	ZNF499	zinc finger and BTB domain containing 45	protein-coding
7259	chr19	59054569	59057969	+	0	NA	exon (NM_005762, exon 1 of 17)	exon (NM_005762, exon 1 of 17)	433	NM_005762	10155	Hs.467408	NM_005762	ENSG00000130726	TRIM28	KAP1|PPP1R157|RNF96|TF1B|TIF1B	tripartite motif containing 28	protein-coding
7260	chr19	59064853	59067166	+	0	NA	intron (NM_014453, intron 1 of 5)	intron (NM_014453, intron 1 of 5)	361	NM_198426	27243	Hs.12107	NM_014453	ENSG00000130724	CHMP2A	BC-2|BC2|CHMP2|VPS2|VPS2A	charged multivesicular body protein 2A	protein-coding
7261	chr19	59068330	59071969	+	0	NA	promoter-TSS (NR_027334)	promoter-TSS (NR_027334)	194	NM_003969	9040	Hs.406068	NM_003969	ENSG00000130725	UBE2M	UBC-RS2|UBC12|hUbc12	ubiquitin-conjugating enzyme E2M	protein-coding
7262	chr19	59083433	59088291	+	0	NA	promoter-TSS (NM_003422)	promoter-TSS (NM_003422)	-904	NR_026052	65996	Hs.541177	NM_023939	ENSG00000213753	CENPBD1P1	-	CENPB DNA-binding domains containing 1 pseudogene 1	pseudo
7263	chr1_gl000191_random	28673	30713	+	0	NA	Intergenic	CpG	20588	NM_001191006	10772	Hs.3530	NM_006625	ENSG00000188529	SRSF10	FUSIP1|FUSIP2|NSSR|PPP1R149|SFRS13|SFRS13A|SRp38|SRrp40|TASR|TASR1|TASR2	serine/arginine-rich splicing factor 10	protein-coding
7264	chr1_gl000191_random	48908	49774	+	0	NA	intron (NM_001300936, intron 1 of 5).2	intron (NM_001300936, intron 1 of 5).2	940	NM_001191006	10772	Hs.3530	NM_006625	ENSG00000188529	SRSF10	FUSIP1|FUSIP2|NSSR|PPP1R149|SFRS13|SFRS13A|SRp38|SRrp40|TASR|TASR1|TASR2	serine/arginine-rich splicing factor 10	protein-coding
7265	chr1_gl000192_random	482277	483039	+	0	NA	Intergenic	CpG	-13975	NR_120328	102724558	Hs.712738	NR_120328		CH17-408M7.1	-	uncharacterized LOC102724558	ncRNA
7266	chr1_gl000192_random	510829	511057	+	0	NA	Intergenic	Intergenic	-42260	NR_120328	102724558	Hs.712738	NR_120328		CH17-408M7.1	-	uncharacterized LOC102724558	ncRNA
7267	chr2	44878	47599	+	0	NA	exon (NM_001077710, exon 1 of 2)	exon (NM_001077710, exon 1 of 2)	350	NM_001077710	642273	Hs.8379	NM_001077710	ENSG00000184731	FAM110C	-	family with sequence similarity 110, member C	protein-coding
7268	chr2	263317	266446	+	0	NA	promoter-TSS (NR_104223)	promoter-TSS (NR_104223)	12	NM_001040649	52	Hs.558296	NM_004300	ENSG00000143727	ACP1	HAAP|LMW-PTP	acid phosphatase 1, soluble	protein-coding
7269	chr2	675578	678573	+	0	NA	intron (NM_152834, intron 1 of 4)	CpG	364	NM_152834	129787	Hs.43899	NM_152834		TMEM18	-	transmembrane protein 18	protein-coding
7270	chr2	739727	741417	+	0	NA	Intergenic	Intergenic	-63133	NM_152834	129787	Hs.43899	NM_152834		TMEM18	-	transmembrane protein 18	protein-coding
7271	chr2	1746673	1748680	+	0	NA	intron (NM_012293, intron 1 of 22)	CpG	643	NM_012293	7837	Hs.332197	NM_012293	ENSG00000130508	PXDN	COPOA|D2S448|D2S448E|MG50|PRG2|PXN|VPO	peroxidasin	protein-coding
7272	chr2	3380310	3384847	+	0	NA	promoter-TSS (NM_003310)	promoter-TSS (NM_003310)	-868	NM_016030	51112	Hs.252713	NM_016030	ENSG00000171853	TRAPPC12	CGI-87|TTC-15|TTC15	trafficking protein particle complex 12	protein-coding
7273	chr2	3521695	3524067	+	0	NA	intron (NM_018269, intron 1 of 3)	CpG	469	NM_018269	55256	Hs.502773	NM_018269	ENSG00000182551	ADI1	APL1|ARD|Fe-ARD|HMFT1638|MTCBP1|Ni-ARD|SIPL|mtnD	acireductone dioxygenase 1	protein-coding
7274	chr2	3583352	3584787	+	0	NA	Intergenic	MER31A|LTR|ERV1	21892	NM_001286834	246243	Hs.568006	NM_002936	ENSG00000171865	RNASEH1	H1RNA|RNH1	ribonuclease H1	protein-coding
7275	chr2	3604484	3607211	+	0	NA	promoter-TSS (NR_038431)	promoter-TSS (NR_038431)	114	NM_001286834	246243	Hs.568006	NM_002936	ENSG00000171865	RNASEH1	H1RNA|RNH1	ribonuclease H1	protein-coding
7276	chr2	3622082	3624706	+	0	NA	intron (NM_001011, intron 2 of 6)	CpG-14661	541	NM_001011	6201	Hs.534346	NM_001011	ENSG00000171863	RPS7	DBA8|S7	ribosomal protein S7	protein-coding
7277	chr2	7005156	7006788	+	0	NA	promoter-TSS (NM_001256478)	promoter-TSS (NM_001256478)	-22	NM_001256478	129607	Hs.7155	NM_207315	ENSG00000134326	CMPK2	TMPK2|TYKi|UMP-CMPK2	cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial	protein-coding
7278	chr2	7057063	7058498	+	0	NA	intron (NM_014746, intron 1 of 8)	CpG	257	NM_014746	9781	Hs.22146	NM_014746	ENSG00000151692	RNF144A	RNF144|UBCE7IP4	ring finger protein 144A	protein-coding
7279	chr2	8172318	8172988	+	0	NA	intron (NR_034135, intron 8 of 8)	AluY|SINE|Alu	-55708	NR_015405	339788	Hs.46864	NR_015405	ENSG00000235665	LINC00298	-	long intergenic non-protein coding RNA 298	ncRNA
7280	chr2	8817493	8826331	+	0	NA	promoter-TSS (NM_002166)	promoter-TSS (NM_002166)	79	NR_110153	100506299	Hs.439031	NR_110153	ENSG00000235092	ID2-AS1	-	ID2 antisense RNA 1 (head to head)	ncRNA
7281	chr2	8976559	8978108	+	0	NA	intron (NM_020738, intron 1 of 29)	intron (NM_020738, intron 1 of 29)	422	NM_020738	57498	Hs.9873	NM_020738	ENSG00000134313	KIDINS220	ARMS	kinase D-interacting substrate 220kDa	protein-coding
7282	chr2	9142983	9144917	+	0	NA	promoter-TSS (NM_138799)	promoter-TSS (NM_138799)	-74	NM_138799	129642	Hs.467634	NM_138799		MBOAT2	LPCAT4|OACT2	membrane bound O-acyltransferase domain containing 2	protein-coding
7283	chr2	9346065	9348872	+	0	NA	intron (NM_003887, intron 1 of 27)	CpG	574	NM_003887	8853	Hs.555902	NM_003887	ENSG00000151693	ASAP2	AMAP2|CENTB3|DDEF2|PAG3|PAP|Pap-alpha|SHAG1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2	protein-coding
7284	chr2	9561686	9565367	+	0	NA	promoter-TSS (NM_016207)	promoter-TSS (NM_016207)	117	NM_004763	9270	Hs.467662	NM_004763	ENSG00000119185	ITGB1BP1	ICAP-1A|ICAP-1B|ICAP-1alpha|ICAP1|ICAP1A|ICAP1B	integrin beta 1 binding protein 1	protein-coding
7285	chr2	9614368	9616191	+	0	NA	intron (NM_001039613, intron 1 of 5)	intron (NM_001039613, intron 1 of 5)	609	NM_001039613	285148	Hs.667226	NM_001039613		IAH1	-	isoamyl acetate-hydrolyzing esterase 1 homolog	protein-coding
7286	chr2	9694385	9697352	+	0	NA	promoter-TSS (NM_003183)	promoter-TSS (NM_003183)	49	NM_003183	6868	Hs.404914	NM_003183	ENSG00000151694	ADAM17	ADAM18|CD156B|CSVP|NISBD|NISBD1|TACE	ADAM metallopeptidase domain 17	protein-coding
7287	chr2	9769266	9771721	+	0	NA	exon (NM_006826, exon 2 of 6)	exon (NM_006826, exon 2 of 6)	691	NM_006826	10971	Hs.74405	NM_006826	ENSG00000134308	YWHAQ	14-3-3|1C5|HS1	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta	protein-coding
7288	chr2	9982895	9984990	+	0	NA	intron (NM_005680, intron 1 of 14)	intron (NM_005680, intron 1 of 14)	371	NM_005680	9014	Hs.584833	NM_005680	ENSG00000115750	TAF1B	MGC:9349|RAF1B|RAFI63|SL1|TAFI63	TATA box binding protein (TBP)-associated factor, RNA polymerase I, B, 63kDa	protein-coding
7289	chr2	10090810	10092746	+	0	NA	promoter-TSS (NM_198182)	promoter-TSS (NM_198182)	-14	NM_198182	29841	Hs.418493	NM_198182	ENSG00000134317	GRHL1	LBP32|MGR|NH32|TFCP2L2	grainyhead-like transcription factor 1	protein-coding
7290	chr2	10183489	10184730	+	0	NA	promoter-TSS (NM_001177718)	promoter-TSS (NM_001177718)	153	NM_001177716	8462	Hs.12229	NM_003597	ENSG00000172059	KLF11	FKLF|FKLF1|MODY7|TIEG2|Tieg3	Kruppel-like factor 11	protein-coding
7291	chr2	10197376	10197913	+	0	NA	3' UTR (NM_001037160, exon 3 of 3)	3' UTR (NM_001037160, exon 3 of 3)	13272	NM_001177718	8462	Hs.12229	NM_003597	ENSG00000172059	KLF11	FKLF|FKLF1|MODY7|TIEG2|Tieg3	Kruppel-like factor 11	protein-coding
7292	chr2	10218962	10221010	+	0	NA	intron (NM_001037160, intron 1 of 2)	CpG	552	NM_001037160	192668	Hs.27092	NM_001037160	ENSG00000205795	CYS1	-	cystin 1	protein-coding
7293	chr2	10259675	10264604	+	0	NA	promoter-TSS (NM_001165931)	promoter-TSS (NM_001165931)	-556	NM_001165931	6241	Hs.226390	NM_001034	ENSG00000171848	RRM2	R2|RR2|RR2M	ribonucleotide reductase M2	protein-coding
7294	chr2	10442355	10444947	+	0	NA	promoter-TSS (NM_134421)	promoter-TSS (NM_134421)	-175	NM_134421	3241	Hs.580427	NM_002149	ENSG00000115756	HPCAL1	BDR1|HLP2|VILIP-3	hippocalcin-like 1	protein-coding
7295	chr2	10571881	10573299	+	0	NA	Intergenic	CpG	14385	NR_028374	100302743	Hs.730525	NR_028374	ENSG00000206633	SNORA80B	ACA67B	small nucleolar RNA, H/ACA box 80B	snoRNA
7296	chr2	10586339	10590702	+	0	NA	promoter-TSS (NM_001287190)	promoter-TSS (NM_001287190)	160	NM_002539	4953	Hs.467701	NM_002539	ENSG00000115758	ODC1	ODC	ornithine decarboxylase 1	protein-coding
7297	chr2	10828099	10831197	+	0	NA	intron (NM_001261394, intron 1 of 19)	intron (NM_001261394, intron 1 of 19)	465	NM_024894	79954	Hs.222494	NM_024894	ENSG00000115761	NOL10	PQBP5	nucleolar protein 10	protein-coding
7298	chr2	10861261	10862392	+	0	NA	promoter-TSS (NM_144583)	promoter-TSS (NM_144583)	51	NM_144583	245973	Hs.580464	NM_144583	ENSG00000143882	ATP6V1C2	ATP6C2|VMA5	ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C2	protein-coding
7299	chr2	10951164	10953690	+	0	NA	intron (NM_001282707, intron 1 of 13)	CpG	538	NM_005742	10130	Hs.212102	NM_005742	ENSG00000143870	PDIA6	ERP5|P5|TXNDC7	protein disulfide isomerase family A, member 6	protein-coding
7300	chr2	11051596	11052492	+	0	NA	promoter-TSS (NM_002236)	promoter-TSS (NM_002236)	-19	NM_002236	3754	Hs.23735	NM_002236	ENSG00000162975	KCNF1	IK8|KCNF|KV5.1|kH1	potassium channel, voltage gated modifier subfamily F, member 1	protein-coding
7301	chr2	11251827	11252461	+	0	NA	intron (NR_040080, intron 6 of 8)	MIRc|SINE|MIR	20158	NR_040080	285150	Hs.329841	NM_182586	ENSG00000145063	FLJ33534	-	uncharacterized LOC285150	ncRNA
7302	chr2	11294706	11296714	+	0	NA	exon (NM_152391, exon 1 of 7)	exon (NM_152391, exon 1 of 7)	212	NM_001282712	130814	Hs.274415	NM_152391	ENSG00000162976	PQLC3	C2orf22	PQ loop repeat containing 3	protein-coding
7303	chr2	11482502	11485785	+	0	NA	exon (NM_004850, exon 1 of 33)	exon (NM_004850, exon 1 of 33)	568	NM_004850	9475	Hs.681743	NM_004850	ENSG00000134318	ROCK2	ROCK-II	Rho-associated, coiled-coil containing protein kinase 2	protein-coding
7304	chr2	11604780	11607565	+	0	NA	non-coding (NR_103490, exon 1 of 5)	non-coding (NR_103490, exon 1 of 5)	131	NM_001278278	1876	Hs.603093	NM_198256	ENSG00000169016	E2F6	E2F-6	E2F transcription factor 6	protein-coding
7305	chr2	11622713	11624190	+	0	NA	Intergenic	(TG)n|Simple_repeat|Simple_repeat	-17148	NM_001278277	1876	Hs.603093	NM_198256	ENSG00000169016	E2F6	E2F-6	E2F transcription factor 6	protein-coding
7306	chr2	11886076	11887861	+	0	NA	intron (NM_145693, intron 1 of 19)	CpG	246	NM_145693	23175	Hs.467740	NM_145693	ENSG00000134324	LPIN1	PAP1	lipin 1	protein-coding
7307	chr2	12855838	12858232	+	0	NA	promoter-TSS (NM_021643)	promoter-TSS (NM_021643)	37	NM_021643	28951	Hs.467751	NM_021643	ENSG00000071575	TRIB2	C5FW|GS3955|TRB2	tribbles pseudokinase 2	protein-coding
7308	chr2	15579597	15580380	+	0	NA	intron (NR_052013, intron 21 of 50)	L1PA3|LINE|L1	121484	NR_052013	51594	Hs.467759	NM_015909	ENSG00000151779	NBAS	NAG|SOPH	neuroblastoma amplified sequence	protein-coding
